module,tier,domain,maturity,coupling,disposition,version,layer,dependents,loc,files,tests,commits,last_commit,cdc_impact_cols,application,license,name_collision,summary,packs,tags,models_without_search,core_field_dupes
custom_ppob_core,verticals,Platform & Ops,C,GENERIC,DEFER,19.0.1.1.0,1,3,1041,20,0,6,2026-08-04,7,True,LGPL-3,False,"Foundation for the PPOB vertical: mitra/provider partners, product catalogue, pricing tiers, chart-of-account scaffolding.",ppob,ppob,custom.ppob.account.mapping;custom.ppob.price.tier;custom.ppob.price.tier.line;custom.ppob.product.class,res.partner.x_custom_ppob_has_npwp~vat
custom_ppob_eraspace_bridge,verticals,PPOB,B,CLIENT-COUPLED,ADAPT,19.0.1.0.0,6,0,2086,26,1,2,2026-07-17,0,False,LGPL-3,False,"Mirror ERASPACE POS + H2H feeds into Odoo Finance/Accounting (2-feed HMAC ingest, join by pos_trx_ref, GL-on-terminal).",,ppob,custom.ppob.eraspace.connection;custom.ppob.eraspace.ingest.skipped;custom.ppob.eraspace.settlement,
custom_ppob_oracle_bridge,verticals,PPOB,B,GENERIC,ADOPT,19.0.1.0.0,6,0,2369,30,3,3,2026-07-17,0,False,LGPL-3,False,Bridge the PPOB suite to the legacy Oracle EVShop pipeline (MSG016T) via stored procedure SellWithDenom_HA + status polling.,,ppob,custom.ppob.oracle.connection,
custom_ppob_pps_gateway,verticals,PPOB,B,GENERIC,ADOPT,19.0.1.0.0,6,0,1446,21,1,5,2026-08-04,0,False,LGPL-3,False,Expose the PPS/EVShop H2H API from Odoo so ERASPACE POS can transact against Odoo as the switcher (Revamp II).,,ai;ppob,custom.ppob.pps.callback.log;custom.ppob.pps.game.field;custom.ppob.pps.mitra.credential,
custom_ppob_provider,verticals,PPOB,B,GENERIC,ADOPT,19.0.1.0.0,4,4,3079,28,1,2,2026-07-17,7,False,LGPL-3,False,"Provider master data, atomic bucket inventory, SKU mapping, adapter abstraction, DP 100% deposit topup.",ppob,ppob,custom.ppob.provider;custom.ppob.provider.bucket;custom.ppob.provider.bucket.move;custom.ppob.provider.sku.map;custom.ppob.provider.topup.log,
custom_ppob_rollup,verticals,PPOB,C,GENERIC,DEFER,19.0.1.0.0,6,0,375,14,0,2,2026-07-17,5,False,LGPL-3,False,Aggregate successful PPOB transactions into a daily sale.order + summary faktur per mitra for e-Faktur / Coretax.,ppob,ai;coretax;indonesian-tax;ppob,,
custom_ppob_sale,verticals,Sales / Rental / Service,B,GENERIC,ADOPT,19.0.1.0.0,5,7,1535,19,1,4,2026-08-04,1,False,LGPL-3,False,"PPOB transaction state machine, atomic wallet + bucket drawdown, provider dispatch, stale reaper, PMK-63 margin VAT.",ppob,ppob,,
custom_ppob_sla,verticals,PPOB,B,GENERIC,ADOPT,19.0.1.0.0,6,0,1449,14,2,3,2026-08-04,0,False,LGPL-3,False,"Declarative per-provider/class throughput + latency targets, and hourly throughput sampling that holds both the Oracle historical baseline and Odoo actuals for parallel-run parity.",ppob,ppob,custom.ppob.sla.target,
custom_ppob_va,verticals,PPOB,B,GENERIC,ADOPT,19.0.1.0.0,4,1,985,18,1,2,2026-07-17,0,False,LGPL-3,False,"Mitra virtual accounts + wallet top-up (bank H2H callbacks + CSV reconcile), idempotent by bank reference.",ppob,ppob,custom.ppob.va.account;custom.ppob.va.bank.connection;custom.ppob.va.topup,
custom_ppob_wallet,verticals,PPOB,C,GENERIC,DEFER,19.0.1.0.0,2,4,856,13,0,2,2026-07-17,0,False,LGPL-3,False,"Mitra prepaid wallets with atomic, row-locked debit/credit primitives and a paired GL ledger.",ppob,ai;ppob,,
custom_product_barcode,core,Inventory & Logistics,C,GENERIC,DEFER,19.0.0.1.0,0,4,131,6,0,4,2026-07-07,1,False,LGPL-3,False,"Alternate barcodes per product variant — one variant, one inventory, all scannable",,barcode-scan,product.barcode,
custom_project_api,ee_gap,Platform & Ops,B,CLIENT-COUPLED,ADAPT,19.0.1.0.0,6,0,1775,16,1,3,2026-08-04,0,False,LGPL-3,False,JWT + HMAC REST surface that the Next.js VAS PMO app runs on.,,,custom.vaspmo.token,
custom_project_cr,ee_gap,Platform & Ops,B,CLIENT-COUPLED,ADAPT,19.0.1.0.0,4,2,934,13,1,2,2026-08-04,0,False,LGPL-3,False,"Change Request as its own record: intake triage, impact analysis, tiered approval, official numbering, and the tasks it spawns.",,approval-workflow,custom.change.request.approval,
custom_project_notify,ee_gap,Platform & Ops,B,CLIENT-COUPLED,ADAPT,19.0.1.0.0,5,1,1506,21,1,2,2026-08-04,0,False,LGPL-3,False,"Rule-driven notifications for project / CR / task / weekly events, queued in Odoo and dispatched to the Next.js BFF over HMAC for WhatsApp + e-mail.",,ai;whatsapp,custom.project.notify.outbox,
custom_project_portfolio,ee_gap,Platform & Ops,B,CLIENT-COUPLED,ADAPT,19.0.1.1.0,3,3,2920,29,2,3,2026-08-04,0,True,LGPL-3,False,"Brand verticals, portfolios, weekly sprints, Hold / Waiting-User-Verification stages with per-stage SLA clock semantics, and weekly progress reports.",,ai,custom.project.portfolio;custom.project.sprint;project.task.type,
custom_quality_full,ee_gap,Sales / Rental / Service,B,GENERIC,ADOPT,19.0.0.2.0,3,2,1193,24,1,7,2026-05-28,0,True,LGPL-3,False,Quality points + checks + NCR alerts + inspection lines + signatures + CAPA + reusable test templates,,quality,custom.quality.capa;custom.quality.inspection.line;custom.quality.signature;custom.quality.test;custom.quality.test.line;quality.alert;quality.check;quality.point,
custom_receipt_async,ee_gap,Inventory & Logistics,C,GENERIC,DEFER,19.0.1.0.0,1,0,186,6,0,3,2026-06-02,2,False,LGPL-3,False,Background validate untuk stock.picking besar via queue_job,,,,
custom_recruitment_id,ee_gap,HR & People,B,GENERIC,ADOPT,19.0.0.2.0,4,0,1322,22,2,6,2026-07-08,0,True,LGPL-3,False,Indonesia recruitment localization: job-board webhook ingestion + PDP-aware applicant retention + EE-equivalent recruitment features,,audit-trail;pdp,,
custom_rental,ee_gap,Sales / Rental / Service,A,GENERIC,ADOPT,19.0.0.3.1,4,6,2075,34,3,22,2026-07-24,3,True,LGPL-3,False,"Asset rental lifecycle: pricing tiers, schedule, BAST, late fees, portal, stock pickings",drone_rental,rental,custom.rental.late.fee.line;custom.rental.pricing;rental.asset;rental.order,
custom_rental_bom_explosion,ee_gap,Sales / Rental / Service,C,GENERIC,DEFER,19.0.0.1.0,5,0,217,6,0,2,2026-06-02,0,False,LGPL-3,False,"Bundling drone + perangkat via BOM kit, otomatis populate BAST lines saat pickup/return rental",,rental,,
custom_rental_invoicing,ee_gap,Sales / Rental / Service,C,GENERIC,DEFER,19.0.0.1.0,5,0,359,9,0,3,2026-06-02,0,False,LGPL-3,False,Generate account.move (customer invoice) saat rental return — rental fee + late fee + damages,,rental,,
custom_rental_quality_hook,ee_gap,Sales / Rental / Service,C,GENERIC,DEFER,19.0.0.1.0,5,0,325,7,0,2,2026-06-02,0,False,LGPL-3,False,Auto-create quality.check pada rental return; link rental.asset ↔ maintenance.equipment,,ai;quality;rental,,
custom_repairs,ee_gap,Sales / Rental / Service,A,GENERIC,ADOPT,19.0.1.0.0,4,1,717,15,3,11,2026-07-08,0,True,LGPL-3,False,Internal asset repairs bridged to maintenance.equipment / maintenance.request,,ai,,
custom_report_templates,ee_gap,Productivity & AI,B,GENERIC,ADOPT,19.0.0.5.0,2,0,872,12,0,12,2026-08-04,3,False,LGPL-3,False,Branded Invoice / Sales Quotation / Purchase Order PDF layouts with per-tenant branding,,multi-tenant,,
custom_retail_import,ee_gap,Inventory & Logistics,A,CLIENT-COUPLED,ADAPT,19.0.0.22.0,1,3,8697,39,4,58,2026-08-04,21,False,LGPL-3,False,Excel/CSV + SFTP ingestion adapter for retail master & transaction data,,ai,retail.import.feed;retail.import.line;retail.import.log;retail.import.mail.message;retail.import.mailbox;retail.import.profile,
custom_retail_import_api,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.1.0.0,2,0,2523,20,5,4,2026-07-27,0,False,LGPL-3,False,Inbound REST API for near-realtime product-master feeds (Levi's MDM HUB),,ai,retail.mdm.item,
custom_retail_import_pos,ee_gap,Inventory & Logistics,C,GENERIC,DEFER,19.0.0.4.0,2,2,382,6,0,3,2026-07-10,17,False,LGPL-3,False,"Book imported POS sales/returns with the source file's own tax, discount and return accounts",,ai,,
custom_retail_import_recon,ee_gap,Inventory & Logistics,C,GENERIC,DEFER,19.0.1.0.0,5,0,444,9,0,2,2026-08-04,0,False,LGPL-3,False,Per-transaction reconciliation of the X24DN sales file against what actually posted in Odoo,,ai,,
custom_sale_bast,core,Sales / Rental / Service,C,GENERIC,DEFER,19.0.0.1.0,4,0,166,6,0,1,2026-06-02,1,False,LGPL-3,False,Generate and access BAST (handover) documents directly from a Sales Order,,,,
custom_sign,ee_gap,Productivity & AI,C,GENERIC,DEFER,19.0.0.1.0,3,0,450,17,0,6,2026-05-28,0,True,LGPL-3,False,E-signature workflow with multi-signer routing + token portal,,,sign.request;sign.request.signer;sign.template,
custom_sms_id,ee_gap,Marketing & Web,C,GENERIC,DEFER,19.0.0.1.0,4,1,1190,16,0,6,2026-06-11,0,True,LGPL-3,False,SMS adapter for Indonesian (Zenziva) and global (Twilio) providers with PDP-gated marketing,,audit-trail;marketing;pdp,,
custom_social,ee_gap,Marketing & Web,C,GENERIC,DEFER,19.0.0.1.0,3,0,297,13,0,6,2026-05-28,0,True,LGPL-3,False,Social media account + scheduled post management (Facebook/IG/X stubs),,,social.account;social.post,
custom_spreadsheet,ee_gap,Productivity & AI,B,GENERIC,ADOPT,19.0.0.2.0,4,0,1595,24,2,6,2026-08-04,0,True,LGPL-3,False,"Workbook layer with CSV import/export, AI helpers, versioning, sharing",,ai,custom.spreadsheet.tag;custom.spreadsheet.version,
custom_stock_delivery_report_fix,ee_gap,Inventory & Logistics,C,DEAD,DROP,19.0.1.0.0,0,0,50,4,0,3,2026-08-03,0,False,LGPL-3,False,Patch upstream delivery-slip template that references stock.move.line.packaging_uom_id (which only exists on stock.move),,,,
custom_storefront_api,ee_gap,Marketing & Web,C,GENERIC,DEFER,19.0.0.1.0,5,0,2957,26,0,2,2026-07-29,12,True,LGPL-3,False,"Headless JSON REST API for the Next.js storefront (catalog, cart, JWT auth, checkout, payment)",,,custom.storefront.content;custom.storefront.subscriber;custom.storefront.token;custom.wishlist,res.partner.phone~phone;res.partner.street2~street2;res.partner.street~street;res.partner.zip~zip
custom_studio_lite,ee_gap,Productivity & AI,A,GENERIC,ADOPT,19.0.0.6.3,5,0,5116,35,5,27,2026-06-02,0,True,LGPL-3,False,Declarative custom-field + view-extension manager (lightweight Studio replacement),,,studio.automation.action;studio.automation.rule;studio.custom.field;studio.report.customization;studio.report.xpath;studio.view.customization;studio.view.operation,
custom_subscription,ee_gap,Sales / Rental / Service,C,GENERIC,DEFER,19.0.0.1.0,2,1,638,14,0,7,2026-07-29,1,True,LGPL-3,False,"Recurring billing, MRR/LTV analytics, AI churn prediction",fnb;services,ai;subscription,subscription.plan,
custom_super_admin,control_plane,Platform & Ops,B,GENERIC,ADOPT,19.0.0.2.0,1,6,1995,30,1,2,2026-08-04,0,True,LGPL-3,False,"Ops-only multi-tenant control plane: provision, suspend, backup, restore tenants",,multi-tenant,tenant.backup,
custom_survey,ee_gap,Marketing & Web,B,GENERIC,ADOPT,19.0.0.2.0,4,0,866,19,2,6,2026-08-04,0,True,LGPL-3,False,"Employee pulse, customer NPS, certification, and appraisal-linked surveys",,ai,,
custom_tax_id,ee_gap,Indonesia Compliance,A,GENERIC,ADOPT,19.0.0.5.0,4,2,3078,44,6,21,2026-08-04,26,False,LGPL-3,False,"PPh 23 / 4(2) / 26 withholding engine, PPN DPP Nilai Lain (PMK 131/2024), Faktur Pengganti workflow",ppob,ai;indonesian-tax;withholding,account.move.withholding.line;tax.withholding.category;tax.withholding.rule,res.company.x_custom_npwp_penandatangan~vat;res.partner.x_custom_has_valid_npwp~vat;res.partner.x_custom_nik~l10n_id_nik;res.partner.x_custom_nitku_display~l10n_id_tku;res.partner.x_custom_nitku~l10n_id_tku;res.partner.x_custom_npwp_status~l10n_id_pkp;res.partner.x_custom_npwp~vat;res.partner.x_custom_passport~l10n_id_buyer_document_number;res.partner.x_custom_pkp~l10n_id_pkp
custom_tenant_infra,control_plane,Platform & Ops,B,GENERIC,ADOPT,19.0.0.1.0,7,1,1107,26,1,2,2026-07-29,0,False,LGPL-3,False,"VPS lifecycle + auto-deploy (SSH bootstrap, Docker, Caddy, Odoo stack)",,multi-tenant,tenant.environment;tenant.vps;tenant.vps.bootstrap.template,
custom_timesheet,ee_gap,HR & People,B,GENERIC,ADOPT,19.0.0.2.0,4,0,1082,20,2,6,2026-07-29,1,True,LGPL-3,False,Billable timesheet extensions with payroll OT integration,,indonesian-payroll;payroll,,
custom_todo,ee_gap,Productivity & AI,C,GENERIC,DEFER,19.0.0.1.0,3,0,629,12,0,4,2026-06-11,0,True,LGPL-3,False,"Personal To-Do extensions: pomodoro timer, AI task breakdown, recurring templates",,ai,,
custom_vertical_example,verticals,Other,C,DEAD,DROP,19.0.0.1.0,1,0,186,8,0,4,2026-08-04,1,True,LGPL-3,False,Reference vertical template used as a starting point,,,,
custom_voip,ee_gap,Marketing & Web,C,GENERIC,DEFER,19.0.0.1.0,3,0,346,14,0,5,2026-05-28,1,True,LGPL-3,False,Click-to-call + call logging with multiple SIP/PBX provider adapters,,voip,voip.call;voip.provider,
custom_whatsapp,ee_gap,Marketing & Web,A,GENERIC,ADOPT,19.0.0.4.0,4,4,2943,32,3,13,2026-08-04,0,True,LGPL-3,False,Meta WhatsApp Cloud API adapter with template management and PDP-gated outbound queue,,audit-trail;pdp;whatsapp,,
custom_wms_cycle_count,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.2.0,4,3,1067,24,1,9,2026-07-29,0,True,LGPL-3,False,Plan-driven cycle counting with variance approval workflow,retail;fnb;distrib,approval-workflow;wms,custom.cycle.count.adjustment;custom.cycle.count.plan;custom.cycle.count.session,
custom_wms_docs,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.2.0,4,1,1621,20,1,3,2026-07-28,0,False,LGPL-3,False,"Picking list, packing list, barcode scan sheet and price-tag / product labels",,barcode-scan;wms,stock.picking,
custom_wms_hht,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.4.0,6,0,4074,23,1,6,2026-08-04,0,False,LGPL-3,False,"Task-driven handheld UI for the WMS stack: sidebar shell, package scan, receive/putaway/pick/pack/count/bin-to-bin",,hht;wms,,
custom_wms_inbound_qc,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.1.0,5,1,1156,18,1,3,2026-07-29,6,False,LGPL-3,False,"Inbound quarantine: QC gate on receipts, non-reservable inbound stock, unknown-item registration",,wms,custom.wms.product.registration,
custom_wms_integration,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.1.0,4,0,1844,21,1,3,2026-07-29,3,False,LGPL-3,False,"External WMS / host (SAP and generic) integration: inbound REST, outbound adapter, event outbox",,wms,,
custom_wms_putaway,ee_gap,Inventory & Logistics,A,GENERIC,ADOPT,19.0.0.3.0,4,3,2286,28,1,12,2026-08-04,6,True,LGPL-3,False,Configurable multi-tier putaway engine (generic ZWME001-style),retail;distrib;manufacturing,wms,custom.wms.hd.pallet;custom.wms.putaway.strategy;custom.wms.putaway.suggestion,
custom_wms_receiving_ext,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.2.0,4,1,986,15,1,3,2026-07-27,0,False,LGPL-3,False,"GR completeness: GS1 expiry write-through, supplier batch on lots, receipt template import (CSV/XLSX)",,wms,,
custom_wms_reports,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.0.2.0,5,0,2166,25,1,5,2026-08-04,0,False,LGPL-3,False,"WMS reporting pack: purchase return, stock summary (qty+value), stock take, spot check, transfer",,wms,custom.cycle.count.session;stock.scrap,
custom_wms_sap_slotting,ee_gap,Inventory & Logistics,B,GENERIC,ADOPT,19.0.1.0.0,5,0,1386,22,1,2,2026-08-04,18,False,LGPL-3,False,SAP-style two-dimensional storage search (Lagertyp x Lagerbereich) putaway,,wms,custom.wms.storage.section;custom.wms.storage.section.search.line;custom.wms.storage.type;custom.wms.storage.type.search.line,
custom_wms_to_engine,ee_gap,Inventory & Logistics,A,GENERIC,ADOPT,19.0.0.3.0,3,1,1070,21,1,15,2026-07-29,0,True,LGPL-3,False,"Rule-driven internal transfer orchestration (low-water mark, expiry, consolidation)",distrib;manufacturing,accounting;consolidation;wms,custom.transfer.order,
l10n_erajaya,ee_gap,Indonesia Compliance,C,CLIENT-COUPLED,ADAPT,19.0.1.0.0,0,0,757,8,0,4,2026-07-14,0,False,LGPL-3,False,"Erajaya 10-digit Indonesian CoA + PPN/PPh taxes, journals, fiscal positions",,indonesian-tax;withholding,,
l10n_id_psak_custom,ee_gap,Indonesia Compliance,C,GENERIC,DEFER,19.0.1.0.0,0,1,500,4,0,2,2026-05-28,0,False,LGPL-3,False,"5-digit PSAK-aligned Chart of Accounts for Indonesian tenants, with PPN 11% taxes and fiscal positions",,indonesian-tax;multi-tenant,,
partner_firstname,_vendor,Other,B,DEAD,DROP,19.0.1.0.0,0,0,1360,88,0,2,2026-05-22,0,False,AGPL-3,False,Split first name and last name for non company partners,,,res.partner;res.users,
queue_job,_vendor,Other,B,GENERIC,ADOPT,19.0.2.0.1,0,9,7630,79,0,3,2026-05-28,0,False,LGPL-3,False,Job Queue,,,queue.job.lock,ir.model.fields.ttype~ttype
