id,model_name,field_name,pdp_class,legal_basis,notes,drop_to_null
pdp_pos_order_line__qty_delivered,pos.order.line,qty_delivered,internal,Not personal data - business record,,False
pdp_pos_order_line__refunded_orderline_id,pos.order.line,refunded_orderline_id,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_discount_code,pos.order.line,ri_discount_code,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_discount_description,pos.order.line,ri_discount_description,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_discount_type,pos.order.line,ri_discount_type,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_is_return,pos.order.line,ri_is_return,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_line_comment,pos.order.line,ri_line_comment,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_src_discount,pos.order.line,ri_src_discount,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_src_net,pos.order.line,ri_src_net,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_src_tax,pos.order.line,ri_src_tax,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_staff_id,pos.order.line,ri_staff_id,internal,Not personal data - business record,,False
pdp_pos_order_line__ri_staff_name,pos.order.line,ri_staff_name,internal,Not personal data - business record,,False
pdp_pos_order_line__sale_order_line_id,pos.order.line,sale_order_line_id,internal,Not personal data - business record,,False
pdp_pos_order_line__sale_order_origin_id,pos.order.line,sale_order_origin_id,internal,Not personal data - business record,,False
pdp_pos_order_line__total_cost,pos.order.line,total_cost,internal,Not personal data - business record,,False
pdp_pos_order_line__uuid,pos.order.line,uuid,internal,Not personal data - business record,,False
pdp_pos_order_line__write_date,pos.order.line,write_date,internal,Not personal data - business record,,False
pdp_pos_order_line__write_uid,pos.order.line,write_uid,internal,Not personal data - business record,,False
pdp_ppob_biller__active,ppob.biller,active,internal,Not personal data - business record,,False
pdp_ppob_biller__category,ppob.biller,category,public,Not personal data - published to counterparties,,False
pdp_ppob_biller__code,ppob.biller,code,public,Not personal data - published to counterparties,,False
pdp_ppob_biller__company_id,ppob.biller,company_id,internal,Not personal data - business record,,False
pdp_ppob_biller__create_date,ppob.biller,create_date,internal,Not personal data - business record,,False
pdp_ppob_biller__create_uid,ppob.biller,create_uid,internal,Not personal data - business record,,False
pdp_ppob_biller__id,ppob.biller,id,internal,Not personal data - business record,,False
pdp_ppob_biller__name,ppob.biller,name,public,Not personal data - published to counterparties,,False
pdp_ppob_biller__sla_target_seconds,ppob.biller,sla_target_seconds,internal,Not personal data - business record,,False
pdp_ppob_biller__write_date,ppob.biller,write_date,internal,Not personal data - business record,,False
pdp_ppob_biller__write_uid,ppob.biller,write_uid,internal,Not personal data - business record,,False
pdp_ppob_transaction__admin_fee,ppob.transaction,admin_fee,internal,Not personal data - business record,,False
pdp_ppob_transaction__amount,ppob.transaction,amount,internal,Not personal data - business record,,False
pdp_ppob_transaction__biller_id,ppob.transaction,biller_id,internal,Not personal data - business record,,False
pdp_ppob_transaction__biller_reference,ppob.transaction,biller_reference,internal,Not personal data - business record,,False
pdp_ppob_transaction__commission,ppob.transaction,commission,internal,Not personal data - business record,,False
pdp_ppob_transaction__company_id,ppob.transaction,company_id,internal,Not personal data - business record,,False
pdp_ppob_transaction__create_date,ppob.transaction,create_date,internal,Not personal data - business record,,False
pdp_ppob_transaction__create_uid,ppob.transaction,create_uid,internal,Not personal data - business record,,False
pdp_ppob_transaction__currency_id,ppob.transaction,currency_id,internal,Not personal data - business record,,False
pdp_ppob_transaction__customer_name,ppob.transaction,customer_name,personal,UU 27/2022 Art. 4(2) - data pribadi umum,Direct identifier of a natural person; hashed at load so joins survive.,False
pdp_ppob_transaction__customer_ref,ppob.transaction,customer_ref,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,"Subscriber / meter number. Identifies a household and, joined to amount over time, its consumption pattern. Hashed at load - the digest still supports repeat-customer counts.",False
pdp_ppob_transaction__failure_reason,ppob.transaction,failure_reason,sensitive,UU 27/2022 Art. 4(3) - data pribadi spesifik,Free text from the biller; may echo subscriber details. Dropped to NULL at load.,True
pdp_ppob_transaction__id,ppob.transaction,id,internal,Not personal data - business record,,False
pdp_ppob_transaction__name,ppob.transaction,name,internal,Not personal data - business record,,False
pdp_ppob_transaction__operating_unit_id,ppob.transaction,operating_unit_id,internal,Not personal data - business record,,False
pdp_ppob_transaction__partner_id,ppob.transaction,partner_id,internal,Not personal data - business record,,False
pdp_ppob_transaction__product_id,ppob.transaction,product_id,internal,Not personal data - business record,,False
pdp_ppob_transaction__requested_at,ppob.transaction,requested_at,internal,Not personal data - business record,,False
pdp_ppob_transaction__settled_at,ppob.transaction,settled_at,internal,Not personal data - business record,,False
pdp_ppob_transaction__sla_breached,ppob.transaction,sla_breached,internal,Not personal data - business record,,False
pdp_ppob_transaction__sla_seconds,ppob.transaction,sla_seconds,internal,Not personal data - business record,,False
pdp_ppob_transaction__state,ppob.transaction,state,internal,Not personal data - business record,,False
pdp_ppob_transaction__total_amount,ppob.transaction,total_amount,internal,Not personal data - business record,,False
pdp_ppob_transaction__write_date,ppob.transaction,write_date,internal,Not personal data - business record,,False
pdp_ppob_transaction__write_uid,ppob.transaction,write_uid,internal,Not personal data - business record,,False
pdp_product_product__abc_class,product.product,abc_class,internal,Not personal data - business record,,False
pdp_product_product__active,product.product,active,internal,Not personal data - business record,,False
pdp_product_product__barcode,product.product,barcode,public,Not personal data - published to counterparties,,False
pdp_product_product__base_unit_count,product.product,base_unit_count,internal,Not personal data - business record,,False
pdp_product_product__base_unit_id,product.product,base_unit_id,internal,Not personal data - business record,,False
pdp_product_product__can_image_variant_1024_be_zoomed,product.product,can_image_variant_1024_be_zoomed,internal,Not personal data - business record,,False
pdp_product_product__combination_indices,product.product,combination_indices,internal,Not personal data - business record,,False
pdp_product_product__create_date,product.product,create_date,internal,Not personal data - business record,,False
pdp_product_product__create_uid,product.product,create_uid,internal,Not personal data - business record,,False
pdp_product_product__default_code,product.product,default_code,public,Not personal data - published to counterparties,,False
pdp_product_product__id,product.product,id,internal,Not personal data - business record,,False
pdp_product_product__is_favorite,product.product,is_favorite,internal,Not personal data - business record,,False
pdp_product_product__is_in_selected_section_of_order,product.product,is_in_selected_section_of_order,internal,Not personal data - business record,,False
pdp_product_product__lot_properties_definition,product.product,lot_properties_definition,internal,Not personal data - business record,,False
pdp_product_product__mdm_sku_code,product.product,mdm_sku_code,internal,Not personal data - business record,,False
pdp_product_product__product_tmpl_id,product.product,product_tmpl_id,internal,Not personal data - business record,,False
pdp_product_product__standard_price,product.product,standard_price,internal,Not personal data - business record,,False
pdp_product_product__variant_ribbon_id,product.product,variant_ribbon_id,internal,Not personal data - business record,,False
pdp_product_product__volume,product.product,volume,internal,Not personal data - business record,,False
pdp_product_product__weight,product.product,weight,internal,Not personal data - business record,,False
pdp_product_product__wms_package_type_id,product.product,wms_package_type_id,internal,Not personal data - business record,,False
pdp_product_product__wms_piece_height_mm,product.product,wms_piece_height_mm,internal,Not personal data - business record,,False
pdp_product_product__wms_piece_length_mm,product.product,wms_piece_length_mm,internal,Not personal data - business record,,False
pdp_product_product__wms_piece_width_mm,product.product,wms_piece_width_mm,internal,Not personal data - business record,,False
pdp_product_product__wms_storage_section_id,product.product,wms_storage_section_id,internal,Not personal data - business record,,False
pdp_product_product__wms_storage_type_id,product.product,wms_storage_type_id,internal,Not personal data - business record,,False
pdp_product_product__wms_units_per_package,product.product,wms_units_per_package,internal,Not personal data - business record,,False
pdp_product_product__wms_volume_ccm,product.product,wms_volume_ccm,internal,Not personal data - business record,,False
pdp_product_product__write_date,product.product,write_date,internal,Not personal data - business record,,False
pdp_product_product__write_uid,product.product,write_uid,internal,Not personal data - business record,,False
pdp_product_product__x_esb_product_code,product.product,x_esb_product_code,internal,Not personal data - business record,,False
pdp_product_product__x_esb_product_detail_id,product.product,x_esb_product_detail_id,internal,Not personal data - business record,,False
pdp_product_product__x_esb_product_id,product.product,x_esb_product_id,internal,Not personal data - business record,,False
pdp_product_product__x_esb_synced_at,product.product,x_esb_synced_at,internal,Not personal data - business record,,False
pdp_product_template__abc_class,product.template,abc_class,internal,Not personal data - business record,,False
pdp_product_template__active,product.template,active,internal,Not personal data - business record,,False
pdp_product_template__alert_time,product.template,alert_time,internal,Not personal data - business record,,False
pdp_product_template__allow_out_of_stock_order,product.template,allow_out_of_stock_order,internal,Not personal data - business record,,False
pdp_product_template__asset_group_id,product.template,asset_group_id,internal,Not personal data - business record,,False
pdp_product_template__auto_create_rental_asset,product.template,auto_create_rental_asset,internal,Not personal data - business record,,False
pdp_product_template__available_in_pos,product.template,available_in_pos,internal,Not personal data - business record,,False
pdp_product_template__available_threshold,product.template,available_threshold,internal,Not personal data - business record,,False
pdp_product_template__base_unit_count,product.template,base_unit_count,internal,Not personal data - business record,,False
pdp_product_template__base_unit_id,product.template,base_unit_id,internal,Not personal data - business record,,False
pdp_product_template__can_be_expensed,product.template,can_be_expensed,internal,Not personal data - business record,,False
pdp_product_template__can_image_1024_be_zoomed,product.template,can_image_1024_be_zoomed,internal,Not personal data - business record,,False
pdp_product_template__categ_id,product.template,categ_id,internal,Not personal data - business record,,False
pdp_product_template__color,product.template,color,internal,Not personal data - business record,,False
pdp_product_template__company_id,product.template,company_id,internal,Not personal data - business record,,False
pdp_product_template__compare_list_price,product.template,compare_list_price,internal,Not personal data - business record,,False
pdp_product_template__country_of_origin,product.template,country_of_origin,internal,Not personal data - business record,,False
pdp_product_template__create_date,product.template,create_date,internal,Not personal data - business record,,False
pdp_product_template__create_uid,product.template,create_uid,internal,Not personal data - business record,,False
pdp_product_template__default_code,product.template,default_code,public,Not personal data - published to counterparties,,False
pdp_product_template__description,product.template,description,public,Not personal data - published to counterparties,,False
pdp_product_template__description_ecommerce,product.template,description_ecommerce,internal,Not personal data - business record,,False
pdp_product_template__description_picking,product.template,description_picking,internal,Not personal data - business record,,False
pdp_product_template__description_pickingin,product.template,description_pickingin,internal,Not personal data - business record,,False
pdp_product_template__description_pickingout,product.template,description_pickingout,internal,Not personal data - business record,,False
pdp_product_template__description_purchase,product.template,description_purchase,internal,Not personal data - business record,,False
pdp_product_template__description_sale,product.template,description_sale,public,Not personal data - published to counterparties,,False
pdp_product_template__expense_policy,product.template,expense_policy,internal,Not personal data - business record,,False
pdp_product_template__expiration_time,product.template,expiration_time,internal,Not personal data - business record,,False
pdp_product_template__has_configurable_attributes,product.template,has_configurable_attributes,internal,Not personal data - business record,,False
pdp_product_template__hs_code,product.template,hs_code,internal,Not personal data - business record,,False
pdp_product_template__id,product.template,id,internal,Not personal data - business record,,False
pdp_product_template__invoice_policy,product.template,invoice_policy,internal,Not personal data - business record,,False
pdp_product_template__is_favorite,product.template,is_favorite,internal,Not personal data - business record,,False
pdp_product_template__is_published,product.template,is_published,internal,Not personal data - business record,,False
pdp_product_template__is_rentable,product.template,is_rentable,internal,Not personal data - business record,,False
pdp_product_template__is_rental_asset,product.template,is_rental_asset,internal,Not personal data - business record,,False
pdp_product_template__is_seo_optimized,product.template,is_seo_optimized,internal,Not personal data - business record,,False
pdp_product_template__is_storable,product.template,is_storable,internal,Not personal data - business record,,False
pdp_product_template__list_price,product.template,list_price,public,Not personal data - published to counterparties,,False
pdp_product_template__lot_sequence_id,product.template,lot_sequence_id,internal,Not personal data - business record,,False
pdp_product_template__lot_valuated,product.template,lot_valuated,internal,Not personal data - business record,,False
pdp_product_template__mdm_active_flag,product.template,mdm_active_flag,internal,Not personal data - business record,,False
pdp_product_template__mdm_base_cost,product.template,mdm_base_cost,internal,Not personal data - business record,,False
pdp_product_template__mdm_brand,product.template,mdm_brand,internal,Not personal data - business record,,False
pdp_product_template__mdm_category_unmapped,product.template,mdm_category_unmapped,internal,Not personal data - business record,,False
pdp_product_template__mdm_classification,product.template,mdm_classification,internal,Not personal data - business record,,False
pdp_product_template__mdm_content_hash,product.template,mdm_content_hash,internal,Not personal data - business record,,False
pdp_product_template__mdm_gender,product.template,mdm_gender,internal,Not personal data - business record,,False
pdp_product_template__mdm_height,product.template,mdm_height,internal,Not personal data - business record,,False
pdp_product_template__mdm_length,product.template,mdm_length,internal,Not personal data - business record,,False
pdp_product_template__mdm_pending,product.template,mdm_pending,internal,Not personal data - business record,,False
pdp_product_template__mdm_raw_json,product.template,mdm_raw_json,internal,Not personal data - business record,,False
pdp_product_template__mdm_request_id,product.template,mdm_request_id,internal,Not personal data - business record,,False
pdp_product_template__mdm_season,product.template,mdm_season,internal,Not personal data - business record,,False
pdp_product_template__mdm_segment,product.template,mdm_segment,internal,Not personal data - business record,,False
pdp_product_template__mdm_source,product.template,mdm_source,internal,Not personal data - business record,,False
pdp_product_template__mdm_synced_at,product.template,mdm_synced_at,internal,Not personal data - business record,,False
pdp_product_template__mdm_template_code,product.template,mdm_template_code,internal,Not personal data - business record,,False
pdp_product_template__mdm_vendor_code,product.template,mdm_vendor_code,internal,Not personal data - business record,,False
pdp_product_template__mdm_width,product.template,mdm_width,internal,Not personal data - business record,,False
pdp_product_template__name,product.template,name,public,Not personal data - published to counterparties,,False
pdp_product_template__out_of_stock_message,product.template,out_of_stock_message,internal,Not personal data - business record,,False
pdp_product_template__pos_sequence,product.template,pos_sequence,internal,Not personal data - business record,,False
pdp_product_template__product_properties,product.template,product_properties,internal,Not personal data - business record,,False
pdp_product_template__project_id,product.template,project_id,internal,Not personal data - business record,,False
pdp_product_template__project_template_id,product.template,project_template_id,internal,Not personal data - business record,,False
pdp_product_template__property_account_expense_id,product.template,property_account_expense_id,internal,Not personal data - business record,,False
pdp_product_template__property_account_income_id,product.template,property_account_income_id,internal,Not personal data - business record,,False
pdp_product_template__property_price_difference_account_id,product.template,property_price_difference_account_id,internal,Not personal data - business record,,False
pdp_product_template__property_stock_inventory,product.template,property_stock_inventory,internal,Not personal data - business record,,False
pdp_product_template__property_stock_production,product.template,property_stock_production,internal,Not personal data - business record,,False
pdp_product_template__public_description,product.template,public_description,public,Not personal data - published to counterparties,,False
pdp_product_template__publish_date,product.template,publish_date,internal,Not personal data - business record,,False
pdp_product_template__purchase_line_warn_msg,product.template,purchase_line_warn_msg,internal,Not personal data - business record,,False
pdp_product_template__purchase_method,product.template,purchase_method,internal,Not personal data - business record,,False
pdp_product_template__purchase_ok,product.template,purchase_ok,internal,Not personal data - business record,,False
pdp_product_template__rating_last_value,product.template,rating_last_value,internal,Not personal data - business record,,False
pdp_product_template__removal_time,product.template,removal_time,internal,Not personal data - business record,,False
pdp_product_template__responsible_id,product.template,responsible_id,internal,Not personal data - business record,,False
pdp_product_template__sale_delay,product.template,sale_delay,internal,Not personal data - business record,,False
pdp_product_template__sale_line_warn_msg,product.template,sale_line_warn_msg,internal,Not personal data - business record,,False
pdp_product_template__sale_ok,product.template,sale_ok,internal,Not personal data - business record,,False
pdp_product_template__sap_brand_code,product.template,sap_brand_code,internal,Not personal data - business record,,False
pdp_product_template__sap_category_code,product.template,sap_category_code,internal,Not personal data - business record,,False
pdp_product_template__sap_old_material_num,product.template,sap_old_material_num,internal,Not personal data - business record,,False
pdp_product_template__seo_name,product.template,seo_name,internal,Not personal data - business record,,False
pdp_product_template__sequence,product.template,sequence,internal,Not personal data - business record,,False
pdp_product_template__service_to_purchase,product.template,service_to_purchase,internal,Not personal data - business record,,False
pdp_product_template__service_tracking,product.template,service_tracking,internal,Not personal data - business record,,False
pdp_product_template__service_type,product.template,service_type,internal,Not personal data - business record,,False
pdp_product_template__service_upsell_threshold,product.template,service_upsell_threshold,internal,Not personal data - business record,,False
pdp_product_template__show_availability,product.template,show_availability,internal,Not personal data - business record,,False
pdp_product_template__task_template_id,product.template,task_template_id,internal,Not personal data - business record,,False
pdp_product_template__to_weight,product.template,to_weight,internal,Not personal data - business record,,False
pdp_product_template__tracking,product.template,tracking,internal,Not personal data - business record,,False
pdp_product_template__type,product.template,type,internal,Not personal data - business record,,False
pdp_product_template__uom_id,product.template,uom_id,internal,Not personal data - business record,,False
pdp_product_template__use_expiration_date,product.template,use_expiration_date,internal,Not personal data - business record,,False
pdp_product_template__use_time,product.template,use_time,internal,Not personal data - business record,,False
pdp_product_template__variants_default_code,product.template,variants_default_code,internal,Not personal data - business record,,False
pdp_product_template__volume,product.template,volume,internal,Not personal data - business record,,False
pdp_product_template__website_description,product.template,website_description,internal,Not personal data - business record,,False
pdp_product_template__website_id,product.template,website_id,internal,Not personal data - business record,,False
pdp_product_template__website_meta_description,product.template,website_meta_description,internal,Not personal data - business record,,False
pdp_product_template__website_meta_keywords,product.template,website_meta_keywords,internal,Not personal data - business record,,False
pdp_product_template__website_meta_og_img,product.template,website_meta_og_img,internal,Not personal data - business record,,False
pdp_product_template__website_meta_title,product.template,website_meta_title,internal,Not personal data - business record,,False
pdp_product_template__website_ribbon_id,product.template,website_ribbon_id,internal,Not personal data - business record,,False
pdp_product_template__website_sequence,product.template,website_sequence,internal,Not personal data - business record,,False
pdp_product_template__website_size_x,product.template,website_size_x,internal,Not personal data - business record,,False
pdp_product_template__website_size_y,product.template,website_size_y,internal,Not personal data - business record,,False
pdp_product_template__weight,product.template,weight,internal,Not personal data - business record,,False
pdp_product_template__wms_gender,product.template,wms_gender,internal,Not personal data - business record,,False
pdp_product_template__wms_package_type_id,product.template,wms_package_type_id,internal,Not personal data - business record,,False
pdp_product_template__wms_piece_height_mm,product.template,wms_piece_height_mm,internal,Not personal data - business record,,False
pdp_product_template__wms_piece_length_mm,product.template,wms_piece_length_mm,internal,Not personal data - business record,,False
pdp_product_template__wms_piece_width_mm,product.template,wms_piece_width_mm,internal,Not personal data - business record,,False
pdp_product_template__wms_size,product.template,wms_size,internal,Not personal data - business record,,False
pdp_product_template__wms_specs,product.template,wms_specs,internal,Not personal data - business record,,False
pdp_product_template__wms_storage_section_id,product.template,wms_storage_section_id,internal,Not personal data - business record,,False
pdp_product_template__wms_storage_type_id,product.template,wms_storage_type_id,internal,Not personal data - business record,,False
pdp_product_template__wms_units_per_package,product.template,wms_units_per_package,internal,Not personal data - business record,,False
pdp_product_template__wms_volume_ccm,product.template,wms_volume_ccm,internal,Not personal data - business record,,False
pdp_product_template__write_date,product.template,write_date,internal,Not personal data - business record,,False
pdp_product_template__write_uid,product.template,write_uid,internal,Not personal data - business record,,False
pdp_product_template__x_custom_withholding_category_id,product.template,x_custom_withholding_category_id,internal,Not personal data - business record,,False
pdp_res_company__absence_management,res.company,absence_management,internal,Not personal data - business record,,False
pdp_res_company__account_cash_basis_base_account_id,res.company,account_cash_basis_base_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_default_pos_receivable_account_id,res.company,account_default_pos_receivable_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_discount_expense_allocation_id,res.company,account_discount_expense_allocation_id,internal,Not personal data - business record,,False
pdp_res_company__account_discount_income_allocation_id,res.company,account_discount_income_allocation_id,internal,Not personal data - business record,,False
pdp_res_company__account_fiscal_country_id,res.company,account_fiscal_country_id,internal,Not personal data - business record,,False
pdp_res_company__account_journal_early_pay_discount_gain_account_id,res.company,account_journal_early_pay_discount_gain_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_journal_early_pay_discount_loss_account_id,res.company,account_journal_early_pay_discount_loss_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_journal_suspense_account_id,res.company,account_journal_suspense_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_opening_date,res.company,account_opening_date,internal,Not personal data - business record,,False
pdp_res_company__account_opening_move_id,res.company,account_opening_move_id,internal,Not personal data - business record,,False
pdp_res_company__account_price_include,res.company,account_price_include,internal,Not personal data - business record,,False
pdp_res_company__account_production_wip_account_id,res.company,account_production_wip_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_production_wip_overhead_account_id,res.company,account_production_wip_overhead_account_id,internal,Not personal data - business record,,False
pdp_res_company__account_purchase_receipt_fiscal_position_id,res.company,account_purchase_receipt_fiscal_position_id,internal,Not personal data - business record,,False
pdp_res_company__account_purchase_tax_id,res.company,account_purchase_tax_id,internal,Not personal data - business record,,False
pdp_res_company__account_sale_tax_id,res.company,account_sale_tax_id,internal,Not personal data - business record,,False
pdp_res_company__account_stock_journal_id,res.company,account_stock_journal_id,internal,Not personal data - business record,,False
pdp_res_company__account_stock_valuation_id,res.company,account_stock_valuation_id,internal,Not personal data - business record,,False
pdp_res_company__account_storno,res.company,account_storno,internal,Not personal data - business record,,False
pdp_res_company__account_use_credit_limit,res.company,account_use_credit_limit,internal,Not personal data - business record,,False
pdp_res_company__active,res.company,active,internal,Not personal data - business record,,False
pdp_res_company__alias_domain_id,res.company,alias_domain_id,internal,Not personal data - business record,,False
pdp_res_company__anglo_saxon_accounting,res.company,anglo_saxon_accounting,internal,Not personal data - business record,,False
pdp_res_company__annual_inventory_day,res.company,annual_inventory_day,internal,Not personal data - business record,,False
pdp_res_company__annual_inventory_month,res.company,annual_inventory_month,internal,Not personal data - business record,,False
pdp_res_company__attendance_barcode_source,res.company,attendance_barcode_source,internal,Not personal data - business record,,False
pdp_res_company__attendance_device_tracking,res.company,attendance_device_tracking,internal,Not personal data - business record,,False
pdp_res_company__attendance_from_systray,res.company,attendance_from_systray,internal,Not personal data - business record,,False
pdp_res_company__attendance_kiosk_delay,res.company,attendance_kiosk_delay,internal,Not personal data - business record,,False
pdp_res_company__attendance_kiosk_key,res.company,attendance_kiosk_key,internal,Not personal data - business record,,False
pdp_res_company__attendance_kiosk_mode,res.company,attendance_kiosk_mode,internal,Not personal data - business record,,False
pdp_res_company__attendance_kiosk_use_pin,res.company,attendance_kiosk_use_pin,internal,Not personal data - business record,,False
pdp_res_company__attendance_overtime_validation,res.company,attendance_overtime_validation,internal,Not personal data - business record,,False
pdp_res_company__auto_check_out,res.company,auto_check_out,internal,Not personal data - business record,,False
pdp_res_company__auto_check_out_tolerance,res.company,auto_check_out_tolerance,internal,Not personal data - business record,,False
pdp_res_company__automatic_entry_default_journal_id,res.company,automatic_entry_default_journal_id,internal,Not personal data - business record,,False
pdp_res_company__autopost_bills,res.company,autopost_bills,internal,Not personal data - business record,,False
pdp_res_company__bank_account_code_prefix,res.company,bank_account_code_prefix,internal,Not personal data - business record,,False
pdp_res_company__batch_payment_sequence_id,res.company,batch_payment_sequence_id,internal,Not personal data - business record,,False
pdp_res_company__brand_accent_color,res.company,brand_accent_color,internal,Not personal data - business record,,False
pdp_res_company__cash_account_code_prefix,res.company,cash_account_code_prefix,internal,Not personal data - business record,,False
pdp_res_company__chart_template,res.company,chart_template,internal,Not personal data - business record,,False
pdp_res_company__company_details,res.company,company_details,public,Not personal data - published to counterparties,,False
pdp_res_company__contract_expiration_notice_period,res.company,contract_expiration_notice_period,internal,Not personal data - business record,,False
pdp_res_company__cost_method,res.company,cost_method,internal,Not personal data - business record,,False
pdp_res_company__create_date,res.company,create_date,internal,Not personal data - business record,,False
pdp_res_company__create_uid,res.company,create_uid,internal,Not personal data - business record,,False
pdp_res_company__currency_exchange_journal_id,res.company,currency_exchange_journal_id,internal,Not personal data - business record,,False
pdp_res_company__currency_id,res.company,currency_id,internal,Not personal data - business record,,False
pdp_res_company__days_to_purchase,res.company,days_to_purchase,internal,Not personal data - business record,,False
pdp_res_company__default_cash_difference_expense_account_id,res.company,default_cash_difference_expense_account_id,internal,Not personal data - business record,,False
pdp_res_company__default_cash_difference_income_account_id,res.company,default_cash_difference_income_account_id,internal,Not personal data - business record,,False
pdp_res_company__deferred_expense_account_id,res.company,deferred_expense_account_id,internal,Not personal data - business record,,False
pdp_res_company__deferred_journal_id,res.company,deferred_journal_id,internal,Not personal data - business record,,False
pdp_res_company__deferred_revenue_account_id,res.company,deferred_revenue_account_id,internal,Not personal data - business record,,False
pdp_res_company__display_invoice_amount_total_words,res.company,display_invoice_amount_total_words,internal,Not personal data - business record,,False
pdp_res_company__display_invoice_tax_company_currency,res.company,display_invoice_tax_company_currency,internal,Not personal data - business record,,False
pdp_res_company__domestic_fiscal_position_id,res.company,domestic_fiscal_position_id,internal,Not personal data - business record,,False
pdp_res_company__downpayment_account_id,res.company,downpayment_account_id,internal,Not personal data - business record,,False
pdp_res_company__email,res.company,email,public,Not personal data - published to counterparties,,False
pdp_res_company__email_primary_color,res.company,email_primary_color,internal,Not personal data - business record,,False
pdp_res_company__email_secondary_color,res.company,email_secondary_color,internal,Not personal data - business record,,False
pdp_res_company__employee_properties_definition,res.company,employee_properties_definition,internal,Not personal data - business record,,False
pdp_res_company__expects_chart_of_accounts,res.company,expects_chart_of_accounts,internal,Not personal data - business record,,False
pdp_res_company__expense_account_id,res.company,expense_account_id,internal,Not personal data - business record,,False
pdp_res_company__expense_accrual_account_id,res.company,expense_accrual_account_id,internal,Not personal data - business record,,False
pdp_res_company__expense_currency_exchange_account_id,res.company,expense_currency_exchange_account_id,internal,Not personal data - business record,,False
pdp_res_company__expense_journal_id,res.company,expense_journal_id,internal,Not personal data - business record,,False
pdp_res_company__external_report_layout_id,res.company,external_report_layout_id,internal,Not personal data - business record,,False
pdp_res_company__fiscalyear_last_day,res.company,fiscalyear_last_day,internal,Not personal data - business record,,False
pdp_res_company__fiscalyear_last_month,res.company,fiscalyear_last_month,internal,Not personal data - business record,,False
pdp_res_company__fiscalyear_lock_date,res.company,fiscalyear_lock_date,internal,Not personal data - business record,,False
pdp_res_company__font,res.company,font,internal,Not personal data - business record,,False
pdp_res_company__hard_lock_date,res.company,hard_lock_date,internal,Not personal data - business record,,False
pdp_res_company__has_received_warning_stock_sms,res.company,has_received_warning_stock_sms,internal,Not personal data - business record,,False
pdp_res_company__home_announcement_active,res.company,home_announcement_active,internal,Not personal data - business record,,False
pdp_res_company__home_announcement_html,res.company,home_announcement_html,internal,Not personal data - business record,,False
pdp_res_company__horizon_days,res.company,horizon_days,internal,Not personal data - business record,,False
pdp_res_company__hr_attendance_display_overtime,res.company,hr_attendance_display_overtime,internal,Not personal data - business record,,False
pdp_res_company__hr_presence_control_attendance,res.company,hr_presence_control_attendance,internal,Not personal data - business record,,False
pdp_res_company__hr_presence_control_email,res.company,hr_presence_control_email,internal,Not personal data - business record,,False
pdp_res_company__hr_presence_control_email_amount,res.company,hr_presence_control_email_amount,internal,Not personal data - business record,,False
pdp_res_company__hr_presence_control_ip,res.company,hr_presence_control_ip,internal,Not personal data - business record,,False
pdp_res_company__hr_presence_control_ip_list,res.company,hr_presence_control_ip_list,internal,Not personal data - business record,,False
pdp_res_company__hr_presence_control_login,res.company,hr_presence_control_login,internal,Not personal data - business record,,False
pdp_res_company__iap_enrich_auto_done,res.company,iap_enrich_auto_done,internal,Not personal data - business record,,False
pdp_res_company__id,res.company,id,internal,Not personal data - business record,,False
pdp_res_company__income_account_id,res.company,income_account_id,internal,Not personal data - business record,,False
pdp_res_company__income_currency_exchange_account_id,res.company,income_currency_exchange_account_id,internal,Not personal data - business record,,False
pdp_res_company__incoterm_id,res.company,incoterm_id,internal,Not personal data - business record,,False
pdp_res_company__internal_project_id,res.company,internal_project_id,internal,Not personal data - business record,,False
pdp_res_company__internal_transit_location_id,res.company,internal_transit_location_id,internal,Not personal data - business record,,False
pdp_res_company__inventory_period,res.company,inventory_period,internal,Not personal data - business record,,False
pdp_res_company__inventory_valuation,res.company,inventory_valuation,internal,Not personal data - business record,,False
pdp_res_company__invoice_terms,res.company,invoice_terms,public,Not personal data - published to counterparties,,False
pdp_res_company__invoice_terms_html,res.company,invoice_terms_html,public,Not personal data - published to counterparties,,False
pdp_res_company__job_properties_definition,res.company,job_properties_definition,internal,Not personal data - business record,,False
pdp_res_company__l10n_ho_analytic_id,res.company,l10n_ho_analytic_id,internal,Not personal data - business record,,False
pdp_res_company__layout_background,res.company,layout_background,internal,Not personal data - business record,,False
pdp_res_company__leave_timesheet_task_id,res.company,leave_timesheet_task_id,internal,Not personal data - business record,,False
